ProductID,Name,,,OrderDate,sum(salesorderdetail.OrderQty),,
712,AWC,Logo,Cap,2014-01-08,4,,
712,AWC,Logo,Cap,2014-01-09,4,,
712,AWC,Logo,Cap,2014-01-10,4,,
712,AWC,Logo,Cap,2014-01-11,7,,
712,AWC,Logo,Cap,2014-01-12,8,,
712,AWC,Logo,Cap,2014-01-13,5,,
712,AWC,Logo,Cap,2014-01-14,7,,
712,AWC,Logo,Cap,2014-01-15,3,,
712,AWC,Logo,Cap,2014-01-16,5,,
712,AWC,Logo,Cap,2014-01-17,7,,
712,AWC,Logo,Cap,2014-01-18,9,,
712,AWC,Logo,Cap,2014-01-19,10,,
712,AWC,Logo,Cap,2014-01-20,5,,
712,AWC,Logo,Cap,2014-01-21,5,,
712,AWC,Logo,Cap,2014-01-22,3,,
712,AWC,Logo,Cap,2014-01-23,11,,
712,AWC,Logo,Cap,2014-01-24,5,,
712,AWC,Logo,Cap,2014-01-25,5,,
712,AWC,Logo,Cap,2014-01-26,9,,
712,AWC,Logo,Cap,2014-01-27,6,,
712,AWC,Logo,Cap,2014-01-28,7,,
712,AWC,Logo,Cap,2014-01-29,157,,
712,AWC,Logo,Cap,2014-01-30,7,,
712,AWC,Logo,Cap,2014-01-31,5,,
712,AWC,Logo,Cap,2014-02-01,6,,
712,AWC,Logo,Cap,2014-02-02,7,,
712,AWC,Logo,Cap,2014-02-03,4,,
712,AWC,Logo,Cap,2014-02-04,8,,
712,AWC,Logo,Cap,2014-02-05,3,,
712,AWC,Logo,Cap,2014-02-06,10,,
712,AWC,Logo,Cap,2014-02-07,6,,
712,AWC,Logo,Cap,2014-02-08,6,,
712,AWC,Logo,Cap,2014-02-09,3,,
712,AWC,Logo,Cap,2014-02-10,7,,
712,AWC,Logo,Cap,2014-02-11,5,,
712,AWC,Logo,Cap,2014-02-12,4,,
712,AWC,Logo,Cap,2014-02-13,5,,
712,AWC,Logo,Cap,2014-02-14,5,,
712,AWC,Logo,Cap,2014-02-15,5,,
712,AWC,Logo,Cap,2014-02-16,11,,
712,AWC,Logo,Cap,2014-02-17,5,,
712,AWC,Logo,Cap,2014-02-18,11,,
712,AWC,Logo,Cap,2014-02-19,6,,
712,AWC,Logo,Cap,2014-02-20,6,,
712,AWC,Logo,Cap,2014-02-21,4,,
712,AWC,Logo,Cap,2014-02-22,12,,
712,AWC,Logo,Cap,2014-02-23,6,,
712,AWC,Logo,Cap,2014-02-24,9,,
712,AWC,Logo,Cap,2014-02-25,12,,
712,AWC,Logo,Cap,2014-02-26,4,,
712,AWC,Logo,Cap,2014-02-27,6,,
712,AWC,Logo,Cap,2014-02-28,4,,
712,AWC,Logo,Cap,2014-03-01,212,,
712,AWC,Logo,Cap,2014-03-02,7,,
712,AWC,Logo,Cap,2014-03-03,10,,
712,AWC,Logo,Cap,2014-03-04,5,,
712,AWC,Logo,Cap,2014-03-05,8,,
712,AWC,Logo,Cap,2014-03-06,9,,
712,AWC,Logo,Cap,2014-03-07,7,,
712,AWC,Logo,Cap,2014-03-08,6,,
712,AWC,Logo,Cap,2014-03-09,7,,
712,AWC,Logo,Cap,2014-03-10,5,,
712,AWC,Logo,Cap,2014-03-11,6,,
712,AWC,Logo,Cap,2014-03-12,4,,
712,AWC,Logo,Cap,2014-03-13,8,,
712,AWC,Logo,Cap,2014-03-14,1,,
712,AWC,Logo,Cap,2014-03-15,10,,
712,AWC,Logo,Cap,2014-03-16,4,,
712,AWC,Logo,Cap,2014-03-17,6,,
712,AWC,Logo,Cap,2014-03-18,8,,
712,AWC,Logo,Cap,2014-03-19,5,,
712,AWC,Logo,Cap,2014-03-20,5,,
712,AWC,Logo,Cap,2014-03-21,7,,
712,AWC,Logo,Cap,2014-03-22,7,,
712,AWC,Logo,Cap,2014-03-23,7,,
712,AWC,Logo,Cap,2014-03-24,1,,
712,AWC,Logo,Cap,2014-03-25,7,,
712,AWC,Logo,Cap,2014-03-26,3,,
712,AWC,Logo,Cap,2014-03-27,9,,
712,AWC,Logo,Cap,2014-03-28,8,,
712,AWC,Logo,Cap,2014-03-29,6,,
712,AWC,Logo,Cap,2014-03-30,12,,
712,AWC,Logo,Cap,2014-03-31,263,,
712,AWC,Logo,Cap,2014-04-01,5,,
712,AWC,Logo,Cap,2014-04-02,9,,
712,AWC,Logo,Cap,2014-04-03,10,,
712,AWC,Logo,Cap,2014-04-04,10,,
712,AWC,Logo,Cap,2014-04-05,3,,
712,AWC,Logo,Cap,2014-04-06,7,,
712,AWC,Logo,Cap,2014-04-07,7,,
712,AWC,Logo,Cap,2014-04-08,9,,
712,AWC,Logo,Cap,2014-04-09,4,,
712,AWC,Logo,Cap,2014-04-10,8,,
712,AWC,Logo,Cap,2014-04-11,9,,
712,AWC,Logo,Cap,2014-04-12,5,,
712,AWC,Logo,Cap,2014-04-13,8,,
712,AWC,Logo,Cap,2014-04-14,11,,
712,AWC,Logo,Cap,2014-04-15,4,,
712,AWC,Logo,Cap,2014-04-16,2,,
